Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
80,431809,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,26940.15178,20.84254844,53976.125,152272.0625,430830,2,626,313.0,438.4062043,623,3,431714,86342.8,192574.3664,430830,2,72,132,6.947516147,13.89503229,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,83772,3,26,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,138865.0146,107.434465,10471.5,29179.29578,82683,3,963,481.5,611.6473657,914,49,83723,16744.6,36862.71577,82683,3,72,132,35.81148833,71.62297665,0,5755,1163.3,2131.87096,4544873.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,1486281,3,26,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,7826.918328,6.055382529,185785.125,525173.8506,1485524,3,615,307.5,430.6280297,612,3,1486263,297252.6,664263.9639,1485524,12,72,132,2.018460843,4.036921686,0,5755,1163.3,2131.87096,4544873.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,1105642,3,26,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,10521.48887,8.140067038,138205.25,389271.3467,1101601,45,2793,1396.5,1245.215042,2277,516,1105597,221119.4,492205.4388,1101601,51,72,132,2.713355679,5.426711359,0,5755,1163.3,2131.87096,4544873.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,98972239,8,56,20,0,7.0,5.656854249,4380,0,1657.285714,1561.969346,117.7805021,0.15155765,7069445.643,24400000.0,91800000,4,98300000,14000000.0,34400000.0,91800000,33,718035,119672.5,288965.1431,709484,14,172,152,0.080830747,0.070726904,0,4380,728.9375,1300.351618,1690914.329,0,0,1,777.5333333,56,256,229,6,20,2180.0,2180,2180,49100000.0,91800000,6501647,DDoS
80,574178,3,26,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,20260.26772,15.67458175,71772.25,202372.0773,572617,3,1125,562.5,726.1986643,1076,49,574059,114811.8,255921.345,572617,3,72,132,5.224860583,10.44972117,0,4380,1163.3,1903.962654,3625073.789,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,31839,3,26,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,365181.0672,251.2641729,4548.428571,11166.29877,29863,2,29972,14986.0,21190.57602,29970,2,31732,7933.0,14807.6367,30141,202,72,112,94.22406483,157.040108,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,100510701,8,56,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,116.0373959,0.129339462,8375891.75,28300000.0,98300000,3,99800000,14300000.0,37100000.0,98300000,4,683333,170833.25,340841.4972,682095,3,172,112,0.079593515,0.049745947,0,5840,833.5,2103.115592,4423095.192,0,0,1,897.6153846,56,256,229,6,20,1493149.0,1493149,1493149,98300000.0,98300000,98300000,DDoS
80,45924,3,26,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,253179.1656,217.751067,5102.666667,9821.70656,23858,8,21610,10805.0,14473.0616,21039,571,45776,7629.333333,11670.48302,23858,18,72,152,65.32532009,152.4257469,0,4380,1057.0,1468.855269,2157535.8,0,1,0,1162.7,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,2945943,5,30,6,6,6.0,0.0,0,0,0.0,0.0,10.18349642,1.697249404,736485.75,1472306.241,2944945,0,2945943,736485.75,1472306.241,2944945,0,0,0.0,0.0,0,0,100,0,1.697249404,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,3409017,4,24,6,6,6.0,0.0,0,0,0.0,0.0,7.040152631,1.173358772,1136339.0,1967639.162,3408373,321,3409017,1136339.0,1967639.162,3408373,321,0,0.0,0.0,0,0,80,0,1.173358772,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,2059002,5,30,6,6,6.0,0.0,0,0,0.0,0.0,14.57016555,2.428360924,514750.5,1027485.993,2055979,4,2059002,514750.5,1027485.993,2055979,4,0,0.0,0.0,0,0,100,0,2.428360924,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,647200,3,26,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17974.35105,12.36093943,92457.14286,244310.4157,646501,6,508,254.0,292.7422074,461,47,647151,161787.75,323142.2371,646501,6,72,112,4.635352287,7.725587145,0,10135,1292.555556,3350.634907,11200000.0,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,10920725,5,30,6,6,6.0,0.0,0,0,0.0,0.0,2.747070364,0.457845061,2730181.25,5458352.561,10900000,4,10900000,2730181.25,5458352.561,10900000,4,0,0.0,0.0,0,0,100,0,0.457845061,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,3015.0,3015,3015,10900000.0,10900000,10900000,DDoS
80,9219760,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.603104636,0.433850773,3073253.333,5323026.588,9219755,1,9219760,3073253.333,5323026.588,9219755,1,0,0.0,0.0,0,0,80,0,0.433850773,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,5.0,5,5,9219755.0,9219755,9219755,DDoS
80,8791453,8,56,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,1325.946917,1.364962083,799223.0,1999880.278,6475824,125,8789094,1255584.857,2449016.845,6475824,280,60223,20074.33333,33021.50091,58201,578,172,92,0.909974722,0.454987361,0,8760,897.1538462,2488.507044,6192667.308,0,0,1,971.9166667,56,256,229,6,20,2255281.0,2255281,2255281,6475824.0,6475824,6475824,DDoS
80,10183758,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.356693865,0.392782311,3394586.0,5878737.212,10200000,2,10200000,3394586.0,5878737.212,10200000,2,0,0.0,0.0,0,0,80,0,0.392782311,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,991.0,991,991,10200000.0,10200000,10200000,DDoS
80,20930,3,26,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,555518.3946,382.2264692,2990.0,7505.690885,20008,4,20076,10038.0,14190.21888,20072,4,20866,5216.5,9944.922205,20132,49,72,112,143.3349259,238.8915432,0,5840,1291.888889,2110.95076,4456113.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,764500,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,15216.48136,9.156311315,127416.6667,311562.1158,763390,5,935,467.5,545.1793283,853,82,764308,254769.3333,440478.6522,763390,5,72,92,3.924133421,5.232177894,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,29423,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,395370.9683,237.9091187,4903.833333,11662.85516,28707,13,625,312.5,372.6452737,576,49,29390,9796.666667,16380.12339,28707,13,72,92,101.9610509,135.9480678,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,1797356,3,26,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,6468.946608,5.007355248,224669.5,633412.7038,1792283,15,4756,2378.0,1821.507068,3666,1090,1797304,359460.8,800974.5301,1792283,15,72,132,1.669118416,3.338236832,0,5840,1162.7,1911.59573,3654198.233,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,83904473,8,56,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,139.0033163,0.143019789,7627679.364,21600000.0,72200000,4,82000000,11700000.0,26900000.0,72200000,4,1877136,625712.0,1082950.145,1876195,5,172,92,0.095346526,0.047673263,0,11595,897.6153846,3214.167532,10300000.0,0,0,1,972.4166667,56,256,229,6,20,7038.0,7038,7038,41000000.0,72200000,9826715,DDoS
80,11963696,5,30,6,6,6.0,0.0,0,0,0.0,0.0,2.507586284,0.417931047,2990924.0,5980516.018,12000000,3,12000000,2990924.0,5980516.018,12000000,3,0,0.0,0.0,0,0,100,0,0.417931047,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1998.0,1998,1998,12000000.0,12000000,12000000,DDoS
80,3027097,4,24,6,6,6.0,0.0,0,0,0.0,0.0,7.928388155,1.321398026,1009032.333,1744218.462,3023081,3,3027097,1009032.333,1744218.462,3023081,3,0,0.0,0.0,0,0,80,0,1.321398026,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,515013,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,22587.77934,17.47528703,64376.625,181674.619,513998,3,858,429.0,472.3473298,763,95,514961,102992.2,229759.5077,513998,3,72,132,5.825095677,11.65019135,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,99591,2,20,20,0,10.0,14.14213562,5840,0,1933.5,2189.772933,116687.2509,80.32854374,14227.28571,35419.10383,94457,16,4750,4750.0,0.0,4750,4750,99510,19902.0,41727.52828,94457,16,52,132,20.08213594,60.24640781,0,5840,1291.222222,1981.198108,3925145.944,0,1,0,1452.625,20,8192,229,1,20,0.0,0,0,0.0,0,0,DDoS
80,868722,3,26,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,13390.93519,9.208929899,124103.1429,327925.8572,867769,3,705,352.5,248.1944802,528,177,868678,217169.5,433733.1188,867769,3,72,112,3.453348712,5.755581187,0,7215,1292.555556,2650.585648,7025604.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,1263967,5,30,6,6,6.0,0.0,0,0,0.0,0.0,23.73479687,3.955799479,315991.75,631318.3388,1262969,1,1263967,315991.75,631318.3388,1262969,1,0,0.0,0.0,0,0,100,0,3.955799479,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,87570674,8,56,20,0,7.0,5.656854249,5840,0,1657.285714,1964.895647,133.1153395,0.17129022,6255048.143,21100000.0,79200000,4,87500000,12500000.0,29600000.0,79200000,4,65164,10860.66667,16836.83386,37060,46,172,152,0.091354784,0.079935436,0,5840,728.9375,1503.11044,2259340.996,0,0,1,777.5333333,56,256,229,6,20,988.0,988,988,43800000.0,79200000,8328804,DDoS
80,47357,3,26,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,245518.086,168.9296197,6765.285714,14528.7318,39300,84,6652,3326.0,4477.400138,6492,160,47273,11818.25,18541.87388,39300,196,72,112,63.34860739,105.5810123,0,5840,1291.888889,2110.95076,4456113.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,100703,3,26,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,115458.328,69.51133531,16783.83333,34373.71924,86036,53,14402,7201.0,9668.978126,14038,364,100650,33550.0,46012.96935,86036,158,72,92,29.79057228,39.72076304,0,5840,1453.375,2681.356423,7189672.268,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,759277,3,26,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,15321.1542,10.53633918,108468.1429,286622.1754,758466,3,588,294.0,411.5361467,585,3,759231,189807.75,379105.5856,758466,3,72,112,3.951127191,6.585211985,0,7215,1292.555556,2650.585648,7025604.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,71305,3,26,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,163060.094,126.2183578,8913.125,19926.53946,56741,16,14260,7130.0,9775.044143,14042,218,71241,14248.2,24532.71446,56741,16,72,132,42.07278592,84.14557184,0,4380,1162.7,1645.241762,2706820.456,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,83481406,8,56,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,139.7077572,0.1557233,6956783.833,20200000.0,70200000,2,82000000,11700000.0,26200000.0,70200000,62,1495677,373919.25,747163.2566,1494664,4,172,112,0.095829723,0.059893577,0,7215,833.5,2175.302587,4731941.346,0,0,1,897.6153846,56,256,229,6,20,1044.0,1044,1044,41000000.0,70200000,11700000,DDoS
80,21968,3,26,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,529269.8471,364.1660597,3138.285714,7444.171718,19998,9,20074,10037.0,14181.7336,20065,9,21901,5475.25,9943.225378,20375,189,72,112,136.5622724,227.6037873,0,7300,1291.888889,2460.652985,6054813.111,0,1,0,1453.375,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,7071827,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.393748179,0.565624696,2357275.667,4082072.546,7070847,3,7071827,2357275.667,4082072.546,7070847,3,0,0.0,0.0,0,0,80,0,0.565624696,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,980.0,980,980,7070847.0,7070847,7070847,DDoS
80,698113,5,30,6,6,6.0,0.0,0,0,0.0,0.0,42.97298575,7.162164291,174528.25,348117.2281,696704,317,698113,174528.25,348117.2281,696704,317,0,0.0,0.0,0,0,100,0,7.162164291,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,2659083,5,30,6,6,6.0,0.0,0,0,0.0,0.0,11.28208484,1.880347473,664770.75,1328810.17,2657986,272,2659083,664770.75,1328810.17,2657986,272,0,0.0,0.0,0,0,100,0,1.880347473,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,46855,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,248276.598,192.081955,5856.875,16249.79435,46071,2,603,301.5,331.6330804,536,67,46830,9366.0,20520.5089,46071,2,72,132,64.02731832,128.0546366,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,632872,3,26,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,18381.28405,12.64078676,90410.28571,238791.3778,631938,1,640,320.0,451.1341264,639,1,632857,158214.25,315815.9763,631938,9,72,112,4.740295036,7.900491727,0,5840,1292.555556,2554.159212,6523729.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,81809464,8,56,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,142.562968,0.146682296,7437224.0,21300000.0,70900000,4,81000000,11600000.0,26400000.0,70900000,129,827715,275905.0,477194.8813,826922,4,172,92,0.097788197,0.048894099,0,11595,897.6153846,3214.167532,10300000.0,0,0,1,972.4166667,56,256,229,6,20,1000.0,1000,1000,40500000.0,70900000,10100000,DDoS
80,1765057,5,30,6,6,6.0,0.0,0,0,0.0,0.0,16.99661824,2.832769707,441264.25,881192.6251,1763053,4,1765057,441264.25,881192.6251,1763053,4,0,0.0,0.0,0,0,100,0,2.832769707,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,52074,3,26,20,0,8.666666667,10.26320288,4380,0,1658.142857,1762.272815,223393.6321,192.0344126,5786.0,11786.06547,34048,18,16640,8320.0,10772.0647,15937,703,52000,8666.666667,14044.05142,34048,18,72,152,57.61032377,134.4240888,0,4380,1057.545455,1599.303183,2557770.673,0,1,0,1163.3,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,1076717,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,10804.13888,8.358742362,134589.625,380230.9055,1075613,2,765,382.5,276.4787514,578,187,1076702,215340.4,480907.1282,1075613,2,72,132,2.786247454,5.572494908,0,5840,1163.3,2151.187375,4627607.122,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,8630782,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.780744549,0.463457425,2876927.333,4980387.123,8627783,1031,8630782,2876927.333,4980387.123,8627783,1031,0,0.0,0.0,0,0,80,0,0.463457425,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,2999.0,2999,2999,8627783.0,8627783,8627783,DDoS
80,1929976,4,24,6,6,6.0,0.0,0,0,0.0,0.0,12.4353878,2.072564633,643325.3333,1111675.96,1926977,3,1929976,643325.3333,1111675.96,1926977,3,0,0.0,0.0,0,0,80,0,2.072564633,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,1692825,5,30,6,6,6.0,0.0,0,0,0.0,0.0,17.72185548,2.95364258,423206.25,845191.28,1690993,1,1692825,423206.25,845191.28,1690993,1,0,0.0,0.0,0,0,100,0,2.95364258,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,1214733,4,24,6,6,6.0,0.0,0,0,0.0,0.0,19.75742818,3.292904696,404911.0,700842.3181,1214174,230,1214733,404911.0,700842.3181,1214174,230,0,0.0,0.0,0,0,80,0,3.292904696,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,24007323,5,30,6,6,6.0,0.0,0,0,0.0,0.0,1.24961871,0.208269785,6001830.75,12000000.0,24000000,4,24000000,6001830.75,12000000.0,24000000,4,0,0.0,0.0,0,0,100,0,0.208269785,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1998.0,1998,1998,24000000.0,24000000,24000000,DDoS
80,274150,3,26,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,42411.08882,25.53346708,45691.66667,101094.6821,251306,49,22176,11088.0,15291.89125,21901,275,273971,91323.66667,138962.3665,251306,619,72,92,10.94291446,14.59055262,0,8760,1453.375,3113.952607,9696700.839,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,7795745,5,30,6,6,6.0,0.0,0,0,0.0,0.0,3.848253118,0.64137552,1948936.25,3897055.175,7794519,212,7795745,1948936.25,3897055.175,7794519,212,0,0.0,0.0,0,0,100,0,0.64137552,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1226.0,1226,1226,7794519.0,7794519,7794519,DDoS
80,10162582,8,56,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,1147.051015,1.18080228,923871.0909,2468133.177,8182728,3,8338467,1191209.571,3083461.336,8182728,3,1827750,609250.0,1051884.62,1823860,166,172,92,0.78720152,0.39360076,0,7215,897.1538462,2250.514898,5064817.308,0,0,1,971.9166667,56,256,229,6,20,152047.0,152047,152047,8182728.0,8182728,8182728,DDoS
80,1341714,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8670.253124,6.707837885,167714.25,473963.9264,1340715,2,797,398.5,446.1843789,714,83,1341668,268333.6,599479.5324,1340715,2,72,132,2.235945962,4.471891923,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,2272574,3,18,6,6,6.0,0.0,0,0,0.0,0.0,7.920534161,1.320089027,1136287.0,1605558.072,2271588,986,2272574,1136287.0,1605558.072,2271588,986,0,0.0,0.0,0,0,60,0,1.320089027,0.0,6,6,6.0,0.0,0.0,0,0,1,8.0,18,256,-1,2,20,0.0,0,0,0.0,0,0,DDoS
80,6337838,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.786780287,0.631130048,2112612.667,3658278.69,6336829,3,6337838,2112612.667,3658278.69,6336829,3,0,0.0,0.0,0,0,80,0,0.631130048,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,1009.0,1009,1009,6336829.0,6336829,6336829,DDoS
80,1734985,4,24,6,6,6.0,0.0,0,0,0.0,0.0,13.83297262,2.305495437,578328.3333,1001302.619,1734533,122,1734985,578328.3333,1001302.619,1734533,122,0,0.0,0.0,0,0,80,0,2.305495437,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,6801882,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.410544023,0.73509067,1700470.5,3399609.797,6799885,1,6801882,1700470.5,3399609.797,6799885,1,0,0.0,0.0,0,0,100,0,0.73509067,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1997.0,1997,1997,6799885.0,6799885,6799885,DDoS
80,10476761,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.290784337,0.381797389,3492253.667,6047040.857,10500000,983,10500000,3492253.667,6047040.857,10500000,983,0,0.0,0.0,0,0,80,0,0.381797389,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,1986.0,1986,1986,10500000.0,10500000,10500000,DDoS
80,4189848,5,30,6,6,6.0,0.0,0,0,0.0,0.0,7.160164283,1.193360714,1047462.0,2094314.002,4188933,224,4189848,1047462.0,2094314.002,4188933,224,0,0.0,0.0,0,0,100,0,1.193360714,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
